id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall_score,value_eur,wage_eur,team_position
233727,C. McLennan,Connor McLennan,19,10/5/1999,182,69,Scotland,Aberdeen,67,1400000,2000,RM
235152,F. Kadioglu,Ferdi Erenay Kadıoğlu,19,10/7/1999,173,64,Netherlands,Fenerbahçe SK,67,1400000,11000,SUB
235642,R. Yates,Ryan Yates,21,11/21/1997,190,77,England,Nottingham Forest,67,1500000,10000,SUB
237248,G. Berterame,Germán Berterame,20,11/13/1998,178,72,Argentina,Atlético de San Luis,67,1500000,4000,SUB
246672,Barrenetxea,Ander Barrenetxea,17,12/27/2001,178,65,Spain,Real Sociedad,67,1300000,2000,SUB
247472,F. Delorenzi,Francisco Delorenzi,21,1/3/1998,179,71,Argentina,Deportivo Cali,67,1400000,1000,SUB
247854,M. El Hacen,Moctar El Hacen,21,12/31/1997,181,79,Mauritania,Real Valladolid CF,67,1400000,4000,RES
247885,R. Vaca,Ramiro Vaca,20,7/1/1999,176,61,Bolivia,Bolivia,67,0,0,
225908,R. Oxford,Reece Oxford,20,12/16/1998,191,78,England,FC Augsburg,67,1300000,5000,SUB
228357,K. Soni,Kévin Soni,21,4/17/1998,183,76,Cameroon,Girona FC,67,1400000,3000,SUB
228684,R. Nyambe,Ryan Nyambe,21,12/4/1997,182,76,Namibia,Blackburn Rovers,67,1200000,5000,SUB
228790,Aitor Buñuel,Aitor Buñuel Redrado,21,2/10/1998,173,70,Spain,Racing Santander,67,1200000,2000,RB
231873,Joni Montiel,Jonathan Montiel Caballero,20,9/3/1998,173,67,Spain,Rayo Vallecano,67,1400000,2000,SUB
233053,A. Hadžiahmetović,Amir Hadžiahmetović,22,3/8/1997,179,70,Bosnia Herzegovina,Atiker Konyaspor,67,1400000,5000,SUB
234814,J. Ruiz,Jean Ruiz,21,4/6/1998,188,82,France,FC Sion,67,1300000,7000,SUB
235124,S. Jurado,Sebastián Jurado Roca,21,9/28/1997,185,80,Mexico,Tiburones Rojos de Veracruz,67,1100000,2000,GK
238056,J. Masson,Julien Masson,21,6/18/1998,182,76,France,Valenciennes FC,67,1300000,2000,SUB
238319,T. Edwards,Thomas Edwards,20,1/22/1999,175,76,England,Stoke City,67,1200000,7000,SUB
238900,E. Demirović,Ermedin Demirović,21,3/25/1998,185,80,Bosnia Herzegovina,Deportivo Alavés,67,1400000,6000,RES
240216,M. Carraro,Marco Carraro,21,1/9/1998,187,74,Italy,Perugia,67,1300000,1000,SUB
240744,M. Ojeda,Martín Exequiel Ojeda,20,11/27/1998,179,78,Argentina,Club Atlético Huracán,67,1400000,4000,SUB
241278,O. Moruţan,Olimpiu Moruţan,20,4/25/1999,172,71,Romania,FCSB (Steaua),67,1400000,4000,SUB
241703,A. Lioi,Andrés Lioi,22,3/7/1997,174,67,Argentina,Korona Kielce,67,1400000,2000,SUB
242685,J. López Pissano,Joel Brandon López Pissano,22,1/6/1997,180,68,Argentina,Rosario Central,67,1400000,5000,RES
243251,A. Danzi,Andrea Danzi,20,2/25/1999,175,70,Italy,Hellas Verona,67,1300000,4000,SUB
243446,M. Gómez,Matías Gómez,20,8/10/1998,170,65,Argentina,Gimnasia y Esgrima La Plata,67,1400000,4000,SUB
244863,Y. Benrahou,Yassine Benrahou,20,1/24/1999,170,62,Morocco,FC Girondins de Bordeaux,67,1400000,7000,SUB
245226,Gonçalo Cardoso,Gonçalo Bento Soares Cardoso,18,10/21/2000,189,83,Portugal,West Ham United,67,1200000,6000,SUB
245714,Álex Blanco,Alejandro Blanco Sánchez,20,12/16/1998,175,70,Spain,Real Zaragoza,67,1400000,3000,SUB
247180,Abdu Conté,Abdu Cadri Conté,21,3/24/1998,183,77,Portugal,Moreirense FC,67,1200000,3000,SUB
251326,Alex Bermejo,Alex Bermejo Escribano,20,12/11/1998,183,72,Spain,CD Tenerife,67,1400000,3000,SUB
251751,S. Agouzoul,Saad Agouzoul,21,8/10/1997,191,75,Morocco,LOSC Lille,67,1300000,8000,SUB
251756,R. Nteka,Randy Nteka,21,12/6/1997,189,75,France,CF Fuenlabrada,67,1400000,2000,LS
251804,S. Dest,Sergiño Dest,18,11/3/2000,170,62,United States,Ajax,67,1100000,2000,SUB
222154,B. Carvallo,Bryan Andrés Carvallo Utreras,22,9/15/1996,164,61,Chile,CD Everton de Viña del Mar,67,1300000,2000,RES
222514,F. Woodman,Freddie Woodman,22,3/4/1997,190,83,England,Swansea City,67,1000000,6000,GK
224021,S. Ojo,Oluwaseyi Babajide Ojo,22,6/19/1997,179,81,England,Rangers FC,67,1300000,15000,RF
224842,G. Docherty,Greg Docherty,22,9/10/1996,177,72,Scotland,Rangers FC,67,1300000,14000,RES
230835,J. Drolè,Jean Armel Drolè,21,8/18/1997,185,70,Ivory Coast,UD Las Palmas,67,1300000,3000,SUB
230975,D. Vergara,Duván Vergara,22,9/9/1996,172,72,Colombia,América de Cali,67,1300000,1000,LAM
232413,A. Dijksteel,Anfernee Dijksteel,22,10/27/1996,183,72,Netherlands,Middlesbrough,67,1200000,9000,SUB
233315,S. Clare,Sean Clare,22,9/18/1996,190,79,England,Heart of Midlothian,67,1300000,3000,LCM
233957,S. Field,Sam Field,21,5/8/1998,185,65,England,Charlton Athletic,67,1200000,4000,SUB
234903,G. Coucke,Gaëtan Coucke,20,12/3/1998,188,83,Belgium,KRC Genk,67,1100000,3000,GK
235370,Yago,Yago César da Silva,22,5/26/1997,173,64,Brazil,FC Paços de Ferreira,67,1300000,4000,SUB
235916,V. Mantovani,Valerio Mantovani,23,4/18/1996,180,70,Italy,US Salernitana 1919,67,1200000,1000,RCB
236938,M. Wilks,Mallik Wilks,20,12/15/1998,183,71,England,Barnsley,67,1300000,4000,LM
237840,M. Andersen,Magnus Kofod Andersen,20,5/10/1999,176,72,Denmark,FC Nordsjælland,67,1300000,3000,LCM
237982,Y. Guzmán,Yeison Estiven Guzmán Gómez,21,3/22/1998,172,64,Colombia,Envigado FC,67,1300000,1000,CAM
239464,T. Galdames,Thomas Galdames,20,11/20/1998,178,70,Chile,Unión Española,67,1200000,2000,LCB
241171,A. Obispo,Armando Obispo,20,3/5/1999,185,79,Netherlands,Vitesse,67,1200000,4000,LCB
241741,A. Ouahim,Anas Ouahim,21,9/23/1997,175,68,Morocco,VfL Osnabrück,67,1300000,4000,LM
242763,J. Ortíz,José Enrique Ortiz Cortes,20,11/16/1998,184,75,Colombia,Monarcas Morelia,67,1200000,3000,SUB
243384,C. Munder,César Augusto Munder Rodríguez,19,1/7/2000,166,57,Cuba,Universidad Católica,67,1300000,3000,RES
243447,L. Necul,Lucas Misael Necul,19,8/21/1999,171,72,Argentina,Arsenal de Sarandí,67,1300000,2000,SUB
244753,J. Keita,Jules Keita,20,7/20/1998,168,56,Guinea,Dijon FCO,67,1300000,4000,SUB
245158,L. Suárez,Luis Javier Suárez,21,12/2/1997,185,74,Colombia,Real Zaragoza,67,1300000,3000,LM
245857,I. Abass,Issah Abass,20,9/26/1998,173,67,Ghana,FC Utrecht,67,1300000,5000,SUB
246949,Victor Campuzano,Víctor Campuzano Bonilla,22,5/31/1997,174,72,Spain,RCD Espanyol,67,1300000,8000,SUB
251616,David Carmo,David Mota Teixeira Carmo,19,7/19/1999,196,82,Portugal,SC Braga,67,1200000,2000,SUB
252141,D. Janošek,Dominik Janošek,21,6/13/1998,183,76,Czech Republic,Viktoria Plzeň,67,1300000,1000,RES
166539,D. Etienne Jr.,Derrick Etienne Jr.,22,11/25/1996,178,77,Haiti,FC Cincinnati,67,1200000,3000,SUB
211166,J. Whatmough,Jack Whatmough,23,6/24/1996,190,78,England,Portsmouth,67,1100000,4000,RES
213954,A. Mitryushkin,Anton Mitryushkin,23,2/8/1996,189,82,Russia,FC Sion,67,975000,6000,SUB
218660,J. Sims,Joshua Sims,22,3/28/1997,168,67,England,New York Red Bulls,67,1200000,3000,RES
221350,T. Ambrose,Thierry Ambrose,22,3/28/1997,178,76,France,FC Metz,67,1200000,6000,SUB
223979,Paolo Fernandes,Paolo Fernándes Cantin,20,8/19/1998,171,61,Spain,Perugia,67,1200000,1000,LF
224301,K. Świderski,Karol Świderski,22,1/23/1997,184,78,Poland,PAOK,67,1200000,1000,SUB
225203,L. Kelly,Liam Kelly,23,1/23/1996,189,83,Scotland,Queens Park Rangers,67,975000,2000,SUB
226098,F. Del Sole,Ferdinando Del Sole,21,1/17/1998,179,68,Italy,Castellammare di Stabia,67,1200000,1000,RES
229288,R. de Boer,Rody de Boer,21,8/22/1997,188,87,Netherlands,AZ Alkmaar,67,975000,2000,SUB
229650,C. Gutiérrez,Cristián Daniel Gutiérrez Zúñiga,22,2/18/1997,181,70,Canada,Colo-Colo,67,1100000,2000,SUB
229911,M. Kenlock,Myles Kenlock,22,11/26/1996,185,67,England,Ipswich Town,67,1100000,4000,LB
231848,Q. Boisgard,Quentin Boisgard,22,3/17/1997,174,75,France,Toulouse Football Club,67,1200000,8000,SUB
233413,Verdasca,Diogo Sousa Verdasca,22,10/26/1996,185,81,Portugal,Real Zaragoza,67,1100000,3000,SUB
233487,R. McGree,Riley McGree,20,11/2/1998,178,72,Australia,Adelaide United,67,1200000,1000,LCM
233812,A. Lucoqui,Anderson Lucoqui,21,7/6/1997,180,75,Germany,DSC Arminia Bielefeld,67,1100000,4000,SUB
234300,L. Lappalainen,Lassi Lappalainen,20,8/24/1998,183,79,Finland,Montreal Impact,67,1200000,3000,SUB
234824,Y. Wissa,Yoane Wissa,22,9/3/1996,176,74,France,FC Lorient,67,1200000,3000,SUB
235022,N. Schmidt,Niklas Schmidt,21,3/1/1998,184,90,Germany,VfL Osnabrück,67,1200000,4000,SUB
235059,L. Thomas,Luke Thomas,20,2/19/1999,168,66,England,Barnsley,67,1200000,4000,RM
235338,Marlon,Marlon Rodrigues Xavier,22,5/20/1997,173,68,Brazil,Boavista FC,67,1100000,2000,LB
235405,D. O'Shea,Dara O'Shea,20,3/4/1999,185,65,Republic of Ireland,West Bromwich Albion,67,1100000,9000,SUB
236247,H. Kane,Herbie Kane,20,11/23/1998,177,67,England,Liverpool,67,1200000,17000,RES
237425,Jang Gyeol Hee,Gyeol hee Jang,21,4/4/1998,170,62,Korea Republic,Pohang Steelers,67,1200000,2000,RES
237662,B. Lennon,Brooks Lennon,21,9/22/1997,177,70,United States,Real Salt Lake,67,1100000,2000,RB
237973,K. Kuchaev,Konstantin Kuchaev,21,3/18/1998,182,74,Russia,PFC CSKA Moscow,67,1200000,1000,RES
238062,B. Baningime,Beni Baningime,20,9/9/1998,178,70,DR Congo,Everton,67,1100000,14000,RES
239028,A. Koita,Aboubakary Koita,20,9/20/1998,173,73,Belgium,Waasland-Beveren,67,1200000,3000,RM
239049,O. Azubuike,Okechukwu Azubuike,22,4/19/1997,170,73,Nigeria,Medipol Başakşehir FK,67,1100000,9000,SUB
239307,R. D'Haese,Robbie D'Haese,20,2/25/1999,180,67,Belgium,KV Oostende,67,1200000,5000,RW
239350,S. Dembele,Siriki Dembele,22,9/7/1996,173,67,Scotland,Peterborough United,67,1200000,4000,LM
240922,Escriche,Daniel Escriche Romero,21,3/24/1998,182,75,Spain,SD Huesca,67,1300000,3000,ST
241179,Cristian Rivero,Cristian Rivero Sabater,21,3/21/1998,188,75,Spain,Valencia CF,67,975000,5000,RES
241210,Y. Clementia,Yannis Clementia,21,7/5/1997,188,80,France,OGC Nice,67,975000,5000,SUB
241829,Lucas,Lucas de Souza Cunha,22,1/23/1997,186,76,Brazil,SC Braga,67,1100000,4000,RES
242490,S. Gómez,Sebastián Gómez Londoño,23,6/3/1996,172,72,Colombia,Atlético Nacional,67,1100000,2000,LDM
243011,S. Guzmán,Sebastián Felipe Guzmán Mendoza,22,5/26/1997,177,57,Colombia,Once Caldas,67,1100000,1000,RDM
243521,I. Erquiaga,Iván Erquiaga,21,3/26/1998,176,72,Argentina,Estudiantes de La Plata,67,1100000,4000,SUB
244210,Jimmy,Jaime Suárez Juesas,22,12/31/1996,170,65,Spain,Real Oviedo,67,1200000,4000,SUB
245124,D. Jovanović,Djordje Jovanović,20,2/15/1999,185,79,Serbia,Cádiz CF,67,1300000,3000,RES
245810,W. Ditta,Willer Ditta,22,1/23/1997,180,80,Colombia,Junior FC,67,1100000,1000,RCB
246298,K. Sidibé,Kalidou Sidibé,20,1/28/1999,200,85,France,Toulouse Football Club,67,1100000,6000,SUB
246732,A. Loba,Aké Loba,21,4/1/1998,180,76,Ivory Coast,Querétaro,67,1300000,3000,ST
250818,Anderson Oliveira,Anderson Oliveira Silva,21,11/21/1997,186,78,Brazil,Famalicão,67,1300000,4000,SUB
250839,J. Pretell,Jesús Pretell,20,3/26/1999,171,71,Peru,Peru,67,0,0,
214701,T. Asta-Buruaga,Tomás Pablo Astaburuaga Montoya,22,10/11/1996,185,70,Chile,CD Antofagasta,67,1100000,1000,RCB
215195,S. Svendsen,Sander Svendsen,21,8/6/1997,172,67,Norway,Odense Boldklub,67,1200000,4000,RS
220693,João Afonso,João Afonso Crispim,24,2/9/1995,181,81,Brazil,Gil Vicente FC,67,1100000,3000,LCM
220940,C. Brannagan,Cameron Brannagan,23,5/9/1996,180,71,England,Oxford United,67,1200000,4000,LDM
221908,L. Morgan,Lewis Morgan,22,9/30/1996,178,75,Scotland,Celtic,67,1200000,14000,LM
222263,N. Jackers,Nordin Jackers,21,9/5/1997,187,80,Belgium,KRC Genk,67,925000,3000,RES
222922,J. Hesketh,Jake Hesketh,23,3/27/1996,168,63,England,Southampton,67,1200000,14000,RES
222937,B. Close,Ben Close,22,8/8/1996,175,75,England,Portsmouth,67,1200000,4000,CAM
223756,M. Schulz,Marvin Schulz,24,1/15/1995,186,80,Germany,FC Luzern,67,1100000,4000,CAM
224388,J. Gómez,Jefferson José Gómez Genes,23,6/22/1996,183,78,Colombia,Junior FC,67,1100000,1000,RES
225266,M. Rasmussen,Mathias Rasmussen,21,11/25/1997,180,68,Norway,FC Nordsjælland,67,1200000,4000,LB
225572,O. Albornoz,Omar Albornoz,23,9/28/1995,183,78,Colombia,Deportes Tolima,67,1100000,1000,SUB
226130,F. Miguel,Florian Miguel,22,9/1/1996,179,70,France,Nîmes Olympique,67,1100000,6000,LB
227700,R. Gelmi,Roy Gelmi,24,3/1/1995,188,78,Switzerland,FC Thun,67,1100000,4000,RCB
227740,D. Arboleda,Danilo Arboleda,24,5/16/1995,190,83,Colombia,La Equidad,67,1100000,1000,RCB
228759,K. Boto,Kenji-Van Boto,23,3/7/1996,180,71,France,AJ Auxerre,67,1100000,2000,SUB
229536,H. Tijanovich,Horacio Gabriel Tijanovich,23,2/28/1996,173,68,Argentina,Gimnasia y Esgrima La Plata,67,1200000,5000,LS
230768,L. Clemenza,Luca Clemenza,21,7/9/1997,175,77,Italy,Juventus,67,1200000,19000,RES
230882,J. Simpson,Jack Simpson,22,1/8/1997,191,83,England,Bournemouth,67,1100000,15000,RES
232711,J. Stage,Jens Stage,22,11/8/1996,185,83,Denmark,FC København,67,1200000,6000,SUB
232985,T. Kunimoto,邦本 宜裕,21,10/8/1997,174,70,Japan,Gyeongnam FC,67,1200000,2000,LM
233509,R. Miérez,Ramón Miérez,22,5/13/1997,184,78,Argentina,CD Tenerife,67,1200000,4000,SUB
233705,J. Sørensen,Jacob Lungi Sørensen,21,3/3/1998,184,77,Denmark,Esbjerg fB,67,1200000,4000,RCM
233794,S. Edera,Simone Edera,22,1/9/1997,174,70,Italy,Torino,67,1200000,13000,SUB
233954,C. Calderón,Cristian Calderón,22,5/24/1997,176,69,Mexico,Club Necaxa,67,1100000,4000,LB
234151,David Carmona,David Carmona Sierra,22,1/11/1997,175,77,Spain,Racing Santander,67,1100000,3000,SUB
235464,J. Storey,Jordan Storey,21,9/2/1997,188,75,England,Preston North End,67,1100000,6000,SUB
235521,Carbonell,Alejandro Carbonell Vallés,21,9/15/1997,182,76,Spain,Fortuna Sittard,67,1200000,3000,RCM
235582,L. Badiashile,Loïc Badiashile Mukinayi,21,2/5/1998,186,80,France,KSV Cercle Brugge,67,925000,3000,GK
235887,G. Tormin,Guevin Tormin,21,10/28/1997,174,72,France,La Berrichonne de Châteauroux,67,1200000,2000,SUB
236556,M. Hongla,Martin Hongla,21,3/16/1998,182,77,Cameroon,Royal Antwerp FC,67,1100000,3000,SUB
237321,M. Berisha,Mërgim Berisha,21,5/11/1998,186,79,Kosovo,SCR Altach,67,1200000,4000,ST
238222,F. Beijmo,Felix Beijmo,21,1/31/1998,185,77,Sweden,Malmö FF,67,1100000,2000,RES
239351,A. Fuchs,Alexander Fuchs,22,1/5/1997,184,74,Germany,1. FC Nürnberg,67,1200000,5000,RES
239397,B. Manu,Braydon Manu,22,3/28/1997,170,70,Germany,SV Darmstadt 98,67,1200000,6000,SUB
240040,C. Holse,Carlo Holse,20,6/2/1999,175,68,Denmark,FC København,67,1200000,5000,RM
240091,G. Vicario,Guglielmo Vicario,22,10/7/1996,188,76,Italy,Perugia,67,925000,1000,GK
241117,Borja Sánchez,Borja Sánchez Laborde,23,2/26/1996,186,80,Spain,Real Oviedo,67,1200000,4000,SUB
241233,R. Frosler,Reeve Frosler,21,1/11/1998,173,69,South Africa,Kaizer Chiefs,67,1100000,1000,RB
241551,Y. Armougom,Yoël Armougom,21,6/5/1998,173,71,France,Stade Malherbe Caen,67,1100000,2000,LWB
244960,Bruno Costa,Bruno Xavier Almeida Costa,22,4/19/1997,174,66,Portugal,FC Porto,67,1200000,4000,RES
245159,Juan Ibiza,Juan Fernández Blanco,23,8/17/1995,187,78,Spain,UD Almería,67,1100000,3000,LCB
251677,Bernardo Martins,Bernardo Brites Martins,21,12/4/1997,176,71,Portugal,FC Paços de Ferreira,67,1200000,3000,SUB
252138,M. Graiciar,Martin Graiciar,20,4/11/1999,183,77,Czech Republic,Sparta Praha,67,1200000,1000,SUB
216282,R. Framberger,Raphael Framberger,23,9/6/1995,179,73,Germany,FC Augsburg,67,1000000,6000,RES
216483,T. Fosu,Tarique Fosu,23,11/5/1995,170,67,England,Oxford United,67,1100000,4000,LM
224010,José Suárez,José Aurelio Suárez García,23,12/18/1995,187,80,Spain,Girona FC,67,875000,2000,SUB
224838,F. Dagerstål,Filip Dagerstål,22,2/1/1997,189,74,Sweden,IFK Norrköping,67,1000000,3000,RCB
225692,M. Bader,Matthias Bader,22,6/17/1997,176,73,Germany,1. FC Köln,67,1000000,7000,SUB
225853,R. Raveloson,Rayan Raveloson,22,1/16/1997,182,73,Madagascar,ESTAC Troyes,67,1000000,3000,LCM
225915,A. Fontana,Agustín Fontana,23,6/11/1996,176,72,Argentina,Club Atlético Banfield,67,1100000,5000,SUB
226164,B. Torrealba,Brian Torrealba,21,7/14/1997,179,67,Chile,CD O'Higgins,67,1000000,2000,SUB
226266,J. Vargas,Jeisson Vargas,21,9/15/1997,170,70,Chile,Universidad Católica,67,1100000,4000,SUB
227370,M. Zetterer,Michael Zetterer,23,7/12/1995,187,79,Germany,PEC Zwolle,67,875000,2000,SUB
228151,J. Cullen,Josh Cullen,23,4/7/1996,175,70,Republic of Ireland,Charlton Athletic,67,1100000,5000,RDM
228762,G. Troupée,Giovanni Troupée,21,3/20/1998,181,65,Netherlands,FC Utrecht,67,1000000,4000,SUB
229942,A. Disasi,Axel Disasi,21,3/11/1998,190,86,France,Stade de Reims,67,1000000,6000,RCB
230568,N. Julan,Nathaël Julan,22,7/19/1996,196,83,France,En Avant de Guingamp,67,1100000,3000,SUB
230584,Iury,Iury Lirio Freitas de Castilho,23,9/6/1995,185,74,Brazil,Portimonense SC,67,1100000,3000,SUB
231351,Y. Urra,Yerko Urra,22,7/9/1996,190,88,Chile,CD Huachipato,67,875000,2000,GK
231815,I. Ochoa,Iván Fernando Ochoa Chávez,22,8/13/1996,180,74,Mexico,Club León,67,1000000,8000,SUB
232623,Y. Ideguchi,井手 口陽介,22,8/23/1996,171,71,Japan,Gamba Osaka,67,1000000,4000,SUB
232658,D. Doekhi,Danilho Doekhi,21,6/30/1998,190,83,Netherlands,Vitesse,67,1000000,4000,RCB
233152,K. Itakura,板仓 晃,22,1/27/1997,186,75,Japan,FC Groningen,67,1000000,3000,LCB
233808,S. Palombi,Simone Palombi,23,4/23/1996,182,70,Italy,US Cremonese,67,1100000,2000,RS
234371,R. Descamps,Rémy Descamps,23,6/25/1996,194,79,France,Sporting de Charleroi,67,875000,3000,SUB
234635,N. Jambor,Nikola Jambor,23,9/25/1995,188,84,Croatia,Rio Ave FC,67,1100000,3000,SUB
235261,L. Bogdan,Luka Bogdan,23,3/26/1996,195,76,Croatia,Livorno,67,1000000,1000,SUB
235355,D. Duarte,Deroy Duarte,19,7/4/1999,177,68,Netherlands,Sparta Rotterdam,67,1100000,2000,SUB
235670,R. Lundqvist,Ramon Pascal Lundqvist,22,5/10/1997,178,74,Sweden,FC Groningen,67,1100000,3000,LDM
236020,C. González,Cristian González,22,7/23/1996,185,80,Uruguay,CD Mirandés,67,1000000,3000,RCB
236217,P. Neumann,Phil Neumann,21,7/8/1997,192,82,Germany,Holstein Kiel,67,1000000,4000,SUB
236279,I. Conté,Ibrahima Conté,23,4/3/1996,191,82,Guinea,Chamois Niortais Football Club,67,1000000,2000,RES
236454,S. Doumbia,Souleyman Doumbia,22,9/24/1996,175,64,Ivory Coast,Stade Rennais FC,67,1000000,10000,SUB
236458,A. Poúngouras,Achilléas Poúngouras,23,12/13/1995,187,77,Greece,Panathinaikos FC,67,1000000,1000,LCB
237469,Nouhou,Nouhou Tolo,22,6/23/1997,178,79,Cameroon,Seattle Sounders FC,67,1000000,2000,LB
238759,Alex Pinto,Alexandre Reis Pinto,20,7/8/1998,187,77,Portugal,Gil Vicente FC,67,1000000,3000,RB
239762,M. Sipľak,Michal Sipľak,23,2/2/1996,184,80,Slovakia,Cracovia,67,1000000,2000,LB
240780,S. Şahintürk,Sedat Şahintürk,23,2/7/1996,173,65,Turkey,Denizlispor,67,1100000,7000,SUB
241093,S. Oum Gouet,Samuel Oum Gouet,21,12/14/1997,185,76,Cameroon,SCR Altach,67,1000000,3000,RDM
241804,O. Nor Afkan,Omid Nor Afkan,22,4/9/1997,182,78,Iran,Sporting de Charleroi,67,1000000,4000,SUB
241973,Chris Ramos,Christopher Ramos de la Flor,22,1/18/1997,193,80,Spain,Real Valladolid CF,67,1100000,6000,SUB
243015,L. Romo,Luis Francisco Romo Barrón,24,6/5/1995,182,84,Mexico,Querétaro,67,1000000,3000,RDM
243304,Zubiaurre,Andoni Zubiaurre Dorronsoro,22,12/4/1996,188,82,Spain,Real Sociedad,67,875000,5000,RES
244020,André Ferreira,André Filipe M. Ribeiro Ferreira,23,5/23/1996,190,80,Portugal,Santa Clara,67,875000,1000,SUB
244068,K. Schlotterbeck,Keven Schlotterbeck,22,4/28/1997,189,84,Germany,1. FC Union Berlin,67,1000000,10000,SUB
244749,N. Aguerd,Nayef Aguerd,23,3/30/1996,188,76,Morocco,Dijon FCO,67,1000000,4000,SUB
246321,D. Maeda,Daizen Maeda,21,10/20/1997,173,67,Japan,Clube Sport Marítimo,67,1100000,3000,SUB
247258,L. Ofori,Lawrence Ofori,21,6/28/1998,181,73,Ghana,Famalicão,67,1100000,3000,SUB
252139,Filipe Soares,Filipe Miguel Barros Soares,20,5/20/1999,180,72,Portugal,Moreirense FC,67,1100000,3000,LCM
205291,H. Stengel,Herman Sørby Stengel,23,8/26/1995,180,74,Norway,Strømsgodset IF,67,1100000,2000,LCM
208302,A. Gilbey,Alex Gilbey,24,12/9/1994,183,73,England,Milton Keynes Dons,67,1100000,4000,RCM
208645,J. Moore-Taylor,Jordan Moore-Taylor,25,1/24/1994,178,83,England,Milton Keynes Dons,67,950000,4000,SUB
212248,F. Lohkemper,Felix Lohkemper,24,1/26/1995,180,76,Germany,1. FC Nürnberg,67,1100000,5000,SUB
213089,G. Donyoh,Godsway Donyoh,24,10/14/1994,179,71,Ghana,FC Nordsjælland,67,1100000,4000,LW
214877,H. Bjørdal,Henrik Rørvik Bjørdal,22,2/4/1997,188,87,Norway,SV Zulte-Waregem,67,1100000,5000,RM
214972,F. Bravo,Federico Bravo,25,10/5/1993,185,82,Argentina,Atlético Tucumán,67,975000,4000,SUB
215700,L. O'Nien,Luke O'Nien,24,11/21/1994,174,74,England,Sunderland,67,950000,4000,SUB
215758,J. McCarthy,Jason McCarthy,23,11/7/1995,186,80,England,Millwall,67,950000,4000,SUB
216270,G. Honeyman,George Honeyman,24,9/8/1994,173,72,England,Hull City,67,1100000,5000,SUB
219636,F. Manzano,Fabián Jorge Manzano Pérez,25,1/13/1994,173,71,Chile,Unión La Calera,67,975000,1000,SUB
220185,B. Barker,Brandon Barker,22,10/4/1996,180,67,England,Rangers FC,67,1100000,14000,SUB
220230,P. Bochniewicz,Paweł Bochniewicz,23,1/30/1996,194,85,Poland,Górnik Zabrze,67,975000,2000,LCB
221121,D. Rodríguez,Darío Andrés Rodríguez Parra,24,5/15/1995,174,68,Colombia,Once Caldas,67,1100000,1000,SUB
221336,L. Houri,Lyes Houri,23,1/19/1996,166,61,France,FC Viitorul,67,1100000,3000,LCM
222572,Iván Villar,Iván Villar Martínez,21,7/9/1997,189,79,Spain,RC Celta,67,825000,4000,RES
223866,S. Lovric,Sandi Lovric,21,3/28/1998,180,70,Austria,FC Lugano,67,1100000,2000,SUB
224798,R. Gall,Romain Gall,24,1/31/1995,176,70,United States,Malmö FF,67,1100000,3000,SUB
225282,J. Devecchi,José Devecchi,23,7/9/1995,188,83,Argentina,San Lorenzo de Almagro,67,825000,4000,RES
225434,S. Salazar,Sebastián Salazar,23,9/30/1995,180,79,Colombia,Independiente Santa Fe,67,975000,1000,RES
225567,Eneko Capilla,Eneko Capilla González,24,6/13/1995,167,60,Spain,Real Sociedad,67,1100000,8000,RES
225956,B. Akintola,Babajide David Akintola,23,1/13/1996,178,69,Nigeria,Rosenborg BK,67,1100000,3000,SUB
226556,J. Martinez,Jimmy Antonio Martínez,22,1/26/1997,175,71,Chile,Universidad de Chile,67,1100000,4000,SUB
226705,D. Atanga,David Atanga,22,12/25/1996,180,65,Ghana,Holstein Kiel,67,1100000,5000,SUB
228120,K. Paal,Kenneth Paal,22,6/24/1997,177,70,Netherlands,PEC Zwolle,67,950000,3000,LB
229040,A. Nkaka,Aristote Nkaka,23,3/27/1996,180,79,Belgium,UD Almería,67,975000,3000,SUB
229249,J. Mulraney,Jake Mulraney,23,4/5/1996,172,64,Republic of Ireland,Heart of Midlothian,67,1100000,3000,SUB
229286,T. Skarke,Tim Skarke,22,9/7/1996,179,71,Germany,SV Darmstadt 98,67,1100000,6000,SUB
229648,J. Van Cleemput,Jules Van Cleemput,22,4/11/1997,183,73,Belgium,KV Mechelen,67,950000,4000,RB
229883,O. Duarte,William Omar Duarte Figueroa,23,7/18/1995,173,68,Colombia,Atlético Huila,67,1100000,1000,ST
230561,J. Grot,Jay-Roy Grot,21,3/13/1998,193,98,Netherlands,Vitesse,67,1100000,5000,SUB
230829,A. Mozo,Alan Mozo,22,4/5/1997,173,68,Mexico,U.N.A.M.,67,950000,6000,RB
230834,A. Peña,Alexis Peña,23,1/13/1996,185,79,Mexico,Club Necaxa,67,975000,4000,RCB
231071,Miquel Parera,Miquel Parera Pizá,23,5/18/1996,179,73,Spain,RCD Mallorca,67,825000,5000,SUB
231222,F. Henríquez,Fabián Henríquez,24,6/8/1995,185,74,Argentina,Godoy Cruz,67,1100000,4000,RES
231733,Curro Sánchez,Francisco Jose Sánchez Rodriguez,23,1/3/1996,176,68,Spain,CD Numancia,67,1100000,4000,CAM
231886,A. Muyl,Alex Muyl,23,9/30/1995,180,79,United States,New York Red Bulls,67,1100000,3000,RM
232599,Y. Nakayama,中山 雄太,22,2/16/1997,181,76,Japan,PEC Zwolle,67,975000,3000,SUB
